"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"05/2022";"26000 - Ministério da Educação";"26298 - Fundo Nacional de Desenvolvimento da Educação";"3.509.084.492,39";"5.040.317.276,45";"5.061.545.648,94";"147.851.425,82";
"04/2022";"53000 - Ministério do Desenvolvimento Regional";"56902 - Fundo Nacional de Habitação de Interesse Social";"2.600.000,00";"0,00";"0,00";"604.521,52";
"09/2022";"53000 - Ministério do Desenvolvimento Regional";"56902 - Fundo Nacional de Habitação de Interesse Social";"1.043.312,00";"0,00";"0,00";"1.236.634,72";
"11/2022";"53000 - Ministério do Desenvolvimento Regional";"56902 - Fundo Nacional de Habitação de Interesse Social";"0,00";"0,00";"0,00";"1.641.589,99";
"10/2022";"53000 - Ministério do Desenvolvimento Regional";"56902 - Fundo Nacional de Habitação de Interesse Social";"5.820,00";"0,00";"0,00";"197.949,41";
"03/2022";"53000 - Ministério do Desenvolvimento Regional";"56902 - Fundo Nacional de Habitação de Interesse Social";"0,00";"0,00";"0,00";"6.973.622,25";
"07/2022";"53000 - Ministério do Desenvolvimento Regional";"56902 - Fundo Nacional de Habitação de Interesse Social";"0,00";"0,00";"0,00";"189.888,32";
"05/2022";"53000 - Ministério do Desenvolvimento Regional";"56902 - Fundo Nacional de Habitação de Interesse Social";"12.448.754,00";"0,00";"0,00";"7.068.309,66";
"08/2022";"53000 - Ministério do Desenvolvimento Regional";"56902 - Fundo Nacional de Habitação de Interesse Social";"0,00";"0,00";"0,00";"1.465.612,94";
"06/2022";"53000 - Ministério do Desenvolvimento Regional";"56902 - Fundo Nacional de Habitação de Interesse Social";"0,00";"0,00";"0,00";"1.452.370,95";
"05/2022";"39000 - Ministério da Infraestrutura";"56901 - Fundo Nacional de Segurança e Educação de Trânsito";"423.406,99";"0,00";"0,00";"0,00";
"07/2022";"39000 - Ministério da Infraestrutura";"56901 - Fundo Nacional de Segurança e Educação de Trânsito";"0,00";"423.406,99";"423.406,99";"0,00";
"09/2022";"39000 - Ministério da Infraestrutura";"56901 - Fundo Nacional de Segurança e Educação de Trânsito";"365.885,63";"0,00";"0,00";"0,00";
"06/2022";"39000 - Ministério da Infraestrutura";"56901 - Fundo Nacional de Segurança e Educação de Trânsito";"5.650,00";"0,00";"0,00";"0,00";
"04/2022";"39000 - Ministério da Infraestrutura";"56901 - Fundo Nacional de Segurança e Educação de Trânsito";"0,00";"0,00";"0,00";"451.460,61";
"10/2022";"39000 - Ministério da Infraestrutura";"56901 - Fundo Nacional de Segurança e Educação de Trânsito";"0,00";"5.650,00";"5.650,00";"0,00";
"02/2022";"30000 - Ministério da Justiça e Segurança Pública";"30911 - Fundo Nacional de Segurança Pública";"24.552.518,99";"22.591.497,83";"18.975.243,74";"30.312.763,52";
"04/2022";"30000 - Ministério da Justiça e Segurança Pública";"30911 - Fundo Nacional de Segurança Pública";"13.299.212,73";"29.375.846,23";"29.239.231,90";"1.758.254,77";
"01/2022";"30000 - Ministério da Justiça e Segurança Pública";"30911 - Fundo Nacional de Segurança Pública";"283.417.888,49";"17.140.254,82";"16.759.472,85";"27.408.985,88";
"10/2022";"30000 - Ministério da Justiça e Segurança Pública";"30911 - Fundo Nacional de Segurança Pública";"137.643.168,86";"37.539.714,67";"36.329.872,56";"6.884.169,77";
"08/2022";"30000 - Ministério da Justiça e Segurança Pública";"30911 - Fundo Nacional de Segurança Pública";"959.068.819,60";"42.214.879,18";"41.890.482,57";"13.323.719,51";
"11/2022";"30000 - Ministério da Justiça e Segurança Pública";"30911 - Fundo Nacional de Segurança Pública";"88.690.368,88";"19.393.137,77";"20.530.344,52";"9.837.638,91";
"06/2022";"30000 - Ministério da Justiça e Segurança Pública";"30911 - Fundo Nacional de Segurança Pública";"18.831.121,63";"31.885.639,95";"30.720.114,55";"108.215.424,92";
"07/2022";"30000 - Ministério da Justiça e Segurança Pública";"30911 - Fundo Nacional de Segurança Pública";"61.773.682,47";"36.666.523,44";"37.486.329,02";"32.344.170,86";
"05/2022";"30000 - Ministério da Justiça e Segurança Pública";"30911 - Fundo Nacional de Segurança Pública";"- 4.109.203,51";"34.515.258,55";"33.591.101,33";"9.006.656,84";
"03/2022";"30000 - Ministério da Justiça e Segurança Pública";"30911 - Fundo Nacional de Segurança Pública";"91.355.113,51";"25.267.971,12";"28.799.963,32";"23.734.026,24";
"09/2022";"30000 - Ministério da Justiça e Segurança Pública";"30911 - Fundo Nacional de Segurança Pública";"20.347.087,51";"38.622.421,56";"40.543.618,14";"16.067.200,67";
"09/2022";"81000 - Ministério da Mulher, Família e Direitos Humanos";"30914 - Fundo Nacional do Idoso";"29.750,00";"0,00";"0,00";"0,00";
"01/2022";"44000 - Ministério do Meio Ambiente";"44204 - Fundo Nacional do Meio Ambiente";"665,00";"427,24";"427,24";"0,00";
"08/2022";"44000 - Ministério do Meio Ambiente";"44204 - Fundo Nacional do Meio Ambiente";"71,20";"3.046,10";"3.046,10";"0,00";
"07/2022";"44000 - Ministério do Meio Ambiente";"44204 - Fundo Nacional do Meio Ambiente";"10.000,00";"0,00";"0,00";"0,00";
"11/2022";"44000 - Ministério do Meio Ambiente";"44204 - Fundo Nacional do Meio Ambiente";"0,00";"1.226,11";"1.226,11";"0,00";
"02/2022";"44000 - Ministério do Meio Ambiente";"44204 - Fundo Nacional do Meio Ambiente";"39.134,90";"39.134,90";"39.134,90";"0,00";
"08/2022";"81000 - Ministério da Mulher, Família e Direitos Humanos";"30913 - Fundo Nacional para a Criança e o Adolescente";"1.174.000,00";"0,00";"0,00";"0,00";
"03/2022";"81000 - Ministério da Mulher, Família e Direitos Humanos";"30913 - Fundo Nacional para a Criança e o Adolescente";"- 600.000,00";"0,00";"0,00";"0,00";
"05/2022";"81000 - Ministério da Mulher, Família e Direitos Humanos";"30913 - Fundo Nacional para a Criança e o Adolescente";"0,00";"600.000,00";"0,00";"0,00";
"06/2022";"81000 - Ministério da Mulher, Família e Direitos Humanos";"30913 - Fundo Nacional para a Criança e o Adolescente";"0,00";"0,00";"600.000,00";"0,00";
"02/2022";"81000 - Ministério da Mulher, Família e Direitos Humanos";"30913 - Fundo Nacional para a Criança e o Adolescente";"600.000,00";"0,00";"0,00";"480.000,00";
"04/2022";"81000 - Ministério da Mulher, Família e Direitos Humanos";"30913 - Fundo Nacional para a Criança e o Adolescente";"600.000,00";"0,00";"0,00";"0,00";
"09/2022";"81000 - Ministério da Mulher, Família e Direitos Humanos";"30913 - Fundo Nacional para a Criança e o Adolescente";"1.193.079,00";"0,00";"0,00";"0,00";
"07/2022";"81000 - Ministério da Mulher, Família e Direitos Humanos";"30913 - Fundo Nacional para a Criança e o Adolescente";"1.600.000,00";"0,00";"0,00";"0,00";
"03/2022";"44000 - Ministério do Meio Ambiente";"44902 - Fundo Nacional sobre Mudança no Clima";"0,00";"0,00";"0,00";"2.000.000,00";
"06/2022";"44000 - Ministério do Meio Ambiente";"44902 - Fundo Nacional sobre Mudança no Clima";"2.037.111,00";"0,00";"0,00";"0,00";
"07/2022";"44000 - Ministério do Meio Ambiente";"44902 - Fundo Nacional sobre Mudança no Clima";"0,00";"444.105.542,00";"444.105.542,00";"0,00";
"10/2022";"44000 - Ministério do Meio Ambiente";"44902 - Fundo Nacional sobre Mudança no Clima";"525.980,00";"0,00";"0,00";"0,00";
"04/2022";"44000 - Ministério do Meio Ambiente";"44902 - Fundo Nacional sobre Mudança no Clima";"445.068.431,00";"0,00";"0,00";"0,00";
"07/2022";"41000 - Ministério das Comunicações";"41903 - Fundo para o Desenvolvimento Tecnológico das Telecomunicações ";"1.727.503,00";"1.727.503,00";"0,00";"0,00";
"09/2022";"41000 - Ministério das Comunicações";"41903 - Fundo para o Desenvolvimento Tecnológico das Telecomunicações ";"3.616.503,68";"3.616.503,68";"3.616.503,68";"474.402,77";
"05/2022";"41000 - Ministério das Comunicações";"41903 - Fundo para o Desenvolvimento Tecnológico das Telecomunicações ";"4.136.276,94";"4.136.276,94";"4.136.276,94";"0,00";
"11/2022";"41000 - Ministério das Comunicações";"41903 - Fundo para o Desenvolvimento Tecnológico das Telecomunicações ";"- 52.479.998,95";"500.000,00";"0,00";"0,00";
"10/2022";"41000 - Ministério das Comunicações";"41903 - Fundo para o Desenvolvimento Tecnológico das Telecomunicações ";"4.146.027,38";"3.646.027,38";"2.100.000,00";"0,00";
"08/2022";"41000 - Ministério das Comunicações";"41903 - Fundo para o Desenvolvimento Tecnológico das Telecomunicações ";"341.154.010,00";"1.154.010,00";"2.881.513,00";"0,00";
"02/2022";"30000 - Ministério da Justiça e Segurança Pública";"30907 - Fundo Penitenciário Nacional";"25.632.853,20";"4.046.558,09";"4.126.333,60";"12.762.820,00";
"07/2022";"30000 - Ministério da Justiça e Segurança Pública";"30907 - Fundo Penitenciário Nacional";"31.364.622,01";"6.167.470,69";"6.144.420,92";"19.741.527,65";
"01/2022";"30000 - Ministério da Justiça e Segurança Pública";"30907 - Fundo Penitenciário Nacional";"29.593.641,23";"761.528,52";"568.494,39";"11.019.442,08";
"10/2022";"30000 - Ministério da Justiça e Segurança Pública";"30907 - Fundo Penitenciário Nacional";"43.731.981,47";"6.874.128,87";"6.562.666,12";"8.064.219,33";
"08/2022";"30000 - Ministério da Justiça e Segurança Pública";"30907 - Fundo Penitenciário Nacional";"6.177.566,26";"8.437.587,69";"8.522.528,82";"4.758.564,94";
"05/2022";"30000 - Ministério da Justiça e Segurança Pública";"30907 - Fundo Penitenciário Nacional";"3.378.843,45";"7.194.622,16";"6.796.617,50";"13.386.913,62";
"04/2022";"30000 - Ministério da Justiça e Segurança Pública";"30907 - Fundo Penitenciário Nacional";"2.784.511,19";"6.511.314,38";"6.739.367,93";"6.271.796,30";
"11/2022";"30000 - Ministério da Justiça e Segurança Pública";"30907 - Fundo Penitenciário Nacional";"- 727.093,53";"5.176.403,69";"5.433.001,05";"836.851,53";
"03/2022";"30000 - Ministério da Justiça e Segurança Pública";"30907 - Fundo Penitenciário Nacional";"34.819.177,75";"5.700.115,28";"5.438.369,97";"5.820.590,59";
"09/2022";"30000 - Ministério da Justiça e Segurança Pública";"30907 - Fundo Penitenciário Nacional";"9.729.965,44";"10.671.879,78";"10.394.909,10";"5.708.472,31";
"06/2022";"30000 - Ministério da Justiça e Segurança Pública";"30907 - Fundo Penitenciário Nacional";"11.074.079,77";"6.537.869,77";"6.907.038,46";"14.680.863,30";
"06/2022";"20000 - Presidência da República";"60000 - Gabinete da Vice-Presidência da República";"818.877,21";"1.897.386,07";"1.693.842,60";"0,00";
"05/2022";"20000 - Presidência da República";"60000 - Gabinete da Vice-Presidência da República";"474.504,59";"1.340.508,37";"1.368.623,19";"0,00";
"09/2022";"20000 - Presidência da República";"60000 - Gabinete da Vice-Presidência da República";"643.830,58";"1.862.922,96";"2.080.480,38";"0,00";
"01/2022";"20000 - Presidência da República";"60000 - Gabinete da Vice-Presidência da República";"9.807.267,88";"962.128,12";"476.642,08";"731.094,05";
"02/2022";"20000 - Presidência da República";"60000 - Gabinete da Vice-Presidência da República";"182.252,44";"1.082.481,10";"1.087.973,49";"25.243,82";
"11/2022";"20000 - Presidência da República";"60000 - Gabinete da Vice-Presidência da República";"69.939,15";"228.000,98";"687.131,24";"0,00";
"10/2022";"20000 - Presidência da República";"60000 - Gabinete da Vice-Presidência da República";"1.123.826,16";"1.972.826,13";"1.955.151,99";"0,00";
"07/2022";"20000 - Presidência da República";"60000 - Gabinete da Vice-Presidência da República";"1.396.888,55";"2.213.135,12";"2.369.881,81";"0,00";
"04/2022";"20000 - Presidência da República";"60000 - Gabinete da Vice-Presidência da República";"3.251.096,13";"1.326.030,43";"1.299.854,66";"0,00";
"03/2022";"20000 - Presidência da República";"60000 - Gabinete da Vice-Presidência da República";"137.839,76";"925.324,97";"932.502,16";"51.560,78";
"08/2022";"20000 - Presidência da República";"60000 - Gabinete da Vice-Presidência da República";"559.472,78";"1.394.979,35";"1.222.621,58";"0,00";
"10/2022";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"170.626.062,77";"136.321.836,75";"138.208.625,56";"1.246.942,54";
"02/2022";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"136.806.979,68";"132.917.721,27";"123.368.808,92";"14.845.198,91";
"01/2022";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"130.306.803,43";"114.330.049,69";"19.396.412,80";"128.702.431,09";
"09/2022";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"162.888.482,98";"137.018.527,06";"132.638.023,47";"1.432.305,65";
"07/2022";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"120.598.291,10";"132.611.263,77";"140.888.741,31";"1.405.109,21";
"11/2022";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"12.068.703,80";"12.663.560,30";"77.884.917,35";"2.949.229,83";
"04/2022";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"159.203.154,10";"129.376.672,98";"128.958.953,50";"3.830.192,34";
"06/2022";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"142.194.371,95";"141.395.633,94";"131.337.443,44";"2.477.502,68";
"08/2022";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"138.481.660,15";"135.026.576,39";"135.699.342,66";"927.162,06";
"03/2022";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"142.583.581,69";"133.525.197,00";"137.389.467,38";"10.682.052,12";
"05/2022";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"116.739.650,68";"132.061.429,23";"131.384.623,57";"6.217.641,71";
"02/2022";"36000 - Ministério da Saúde";"36210 - Hospital Nossa Senhora da Conceição S.A.";"146.327.620,37";"133.051.108,14";"126.080.395,81";"6.939.726,10";
"11/2022";"36000 - Ministério da Saúde";"36210 - Hospital Nossa Senhora da Conceição S.A.";"11.569.550,71";"16.693.734,88";"23.586.674,28";"836.650,65";
"03/2022";"36000 - Ministério da Saúde";"36210 - Hospital Nossa Senhora da Conceição S.A.";"114.489.895,65";"133.327.532,39";"136.711.660,75";"5.120.341,94";
"05/2022";"36000 - Ministério da Saúde";"36210 - Hospital Nossa Senhora da Conceição S.A.";"127.580.710,49";"129.324.888,83";"130.412.904,96";"3.040.863,43";
"09/2022";"36000 - Ministério da Saúde";"36210 - Hospital Nossa Senhora da Conceição S.A.";"57.168.646,87";"142.054.950,30";"142.342.434,91";"1.064.404,54";
"06/2022";"36000 - Ministério da Saúde";"36210 - Hospital Nossa Senhora da Conceição S.A.";"161.522.496,85";"146.206.135,02";"143.891.732,86";"870.723,16";
"07/2022";"36000 - Ministério da Saúde";"36210 - Hospital Nossa Senhora da Conceição S.A.";"228.042.937,03";"141.457.175,11";"142.184.829,74";"2.827.150,44";
"04/2022";"36000 - Ministério da Saúde";"36210 - Hospital Nossa Senhora da Conceição S.A.";"142.587.102,53";"137.813.873,57";"135.306.517,90";"632.413,78";
"01/2022";"36000 - Ministério da Saúde";"36210 - Hospital Nossa Senhora da Conceição S.A.";"164.360.411,23";"113.441.950,00";"92.997.734,82";"21.482.404,46";
"08/2022";"36000 - Ministério da Saúde";"36210 - Hospital Nossa Senhora da Conceição S.A.";"144.108.622,19";"145.773.878,16";"146.908.842,81";"1.579.440,02";
"10/2022";"36000 - Ministério da Saúde";"36210 - Hospital Nossa Senhora da Conceição S.A.";"159.495.883,86";"143.789.942,65";"146.200.816,68";"4.585.377,54";
"11/2022";"52000 - Ministério da Defesa";"52221 - Indústria de Material Bélico do Brasil";"16.476.542,23";"5.691.544,42";"13.268.788,70";"5.077.126,88";
"03/2022";"52000 - Ministério da Defesa";"52221 - Indústria de Material Bélico do Brasil";"1.802.991,83";"11.443.716,14";"10.970.648,92";"8.290.693,86";
"01/2022";"52000 - Ministério da Defesa";"52221 - Indústria de Material Bélico do Brasil";"109.233.791,46";"7.900.904,58";"3.164.706,22";"10.803.138,48";
"08/2022";"52000 - Ministério da Defesa";"52221 - Indústria de Material Bélico do Brasil";"11.134.723,08";"18.305.283,33";"18.444.123,62";"7.394.447,08";
"04/2022";"52000 - Ministério da Defesa";"52221 - Indústria de Material Bélico do Brasil";"5.231.255,45";"14.154.996,14";"12.783.121,19";"12.114.520,31";
"09/2022";"52000 - Ministério da Defesa";"52221 - Indústria de Material Bélico do Brasil";"14.081.044,77";"20.024.986,33";"18.670.065,69";"13.766.158,48";
"02/2022";"52000 - Ministério da Defesa";"52221 - Indústria de Material Bélico do Brasil";"11.114.315,21";"11.402.140,32";"10.178.465,85";"12.571.269,61";
"10/2022";"52000 - Ministério da Defesa";"52221 - Indústria de Material Bélico do Brasil";"53.013.240,76";"18.971.170,22";"20.321.768,15";"4.701.123,11";
"07/2022";"52000 - Ministério da Defesa";"52221 - Indústria de Material Bélico do Brasil";"26.300.050,03";"16.805.921,14";"19.077.047,38";"6.572.925,47";
"05/2022";"52000 - Ministério da Defesa";"52221 - Indústria de Material Bélico do Brasil";"13.140.206,91";"15.855.826,44";"15.805.729,15";"7.614.110,39";
"06/2022";"52000 - Ministério da Defesa";"52221 - Indústria de Material Bélico do Brasil";"17.218.889,05";"21.783.658,85";"17.840.161,91";"4.987.755,05";
"03/2022";"32000 - Ministério de Minas e Energia";"20303 - Indústrias Nucleares do Brasil";"- 1.973.487,84";"39.030.772,75";"39.685.701,56";"4.656.709,64";
"10/2022";"32000 - Ministério de Minas e Energia";"20303 - Indústrias Nucleares do Brasil";"- 128.762.013,79";"56.709.983,69";"60.568.518,97";"278.581,51";
"06/2022";"32000 - Ministério de Minas e Energia";"20303 - Indústrias Nucleares do Brasil";"37.901.143,75";"51.258.127,05";"51.785.475,61";"4.338.953,68";
"09/2022";"32000 - Ministério de Minas e Energia";"20303 - Indústrias Nucleares do Brasil";"15.337.350,22";"51.171.236,61";"51.330.019,27";"3.642.505,98";
"08/2022";"32000 - Ministério de Minas e Energia";"20303 - Indústrias Nucleares do Brasil";"1.543.521,34";"60.323.160,14";"59.329.264,85";"2.237.732,21";
"05/2022";"32000 - Ministério de Minas e Energia";"20303 - Indústrias Nucleares do Brasil";"10.003.819,29";"136.783.161,97";"134.878.669,81";"4.583.814,26";
"11/2022";"32000 - Ministério de Minas e Energia";"20303 - Indústrias Nucleares do Brasil";"- 61.970.501,68";"- 6.969,94";"14.351.453,97";"0,00";
"02/2022";"32000 - Ministério de Minas e Energia";"20303 - Indústrias Nucleares do Brasil";"- 394.631.277,95";"44.346.911,33";"43.669.825,54";"5.926.157,97";
"07/2022";"32000 - Ministério de Minas e Energia";"20303 - Indústrias Nucleares do Brasil";"- 64.587.028,45";"110.954.244,09";"112.178.598,70";"1.289.109,75";
"04/2022";"32000 - Ministério de Minas e Energia";"20303 - Indústrias Nucleares do Brasil";"420.781.018,03";"42.272.660,01";"44.112.796,98";"3.060.660,51";
"01/2022";"32000 - Ministério de Minas e Energia";"20303 - Indústrias Nucleares do Brasil";"792.696.113,25";"33.495.368,46";"14.448.330,91";"21.884.177,03";
"01/2022";"54000 - Ministério do Turismo";"42207 - Instituto Brasileiro de Museus";"17.667.890,89";"5.751.072,54";"1.495.513,99";"8.941.390,43";
"02/2022";"54000 - Ministério do Turismo";"42207 - Instituto Brasileiro de Museus";"13.238.825,07";"8.274.785,73";"7.901.831,46";"3.547.986,70";
"11/2022";"54000 - Ministério do Turismo";"42207 - Instituto Brasileiro de Museus";"1.326.574,20";"922.988,39";"6.264.290,59";"133.482,48";
"09/2022";"54000 - Ministério do Turismo";"42207 - Instituto Brasileiro de Museus";"9.521.390,94";"13.826.680,25";"13.893.715,27";"113.657,44";
"10/2022";"54000 - Ministério do Turismo";"42207 - Instituto Brasileiro de Museus";"4.875.613,49";"12.627.999,87";"12.053.263,62";"62.654,22";
"03/2022";"54000 - Ministério do Turismo";"42207 - Instituto Brasileiro de Museus";"4.884.452,18";"10.125.207,84";"8.123.940,99";"2.036.311,33";
"06/2022";"54000 - Ministério do Turismo";"42207 - Instituto Brasileiro de Museus";"5.057.094,91";"13.796.302,56";"12.390.437,47";"1.807.466,03";
"04/2022";"54000 - Ministério do Turismo";"42207 - Instituto Brasileiro de Museus";"47.148.201,79";"10.251.901,13";"10.655.436,72";"1.579.146,78";
"07/2022";"54000 - Ministério do Turismo";"42207 - Instituto Brasileiro de Museus";"9.526.271,05";"11.770.721,28";"12.405.594,67";"769.494,19";
"08/2022";"54000 - Ministério do Turismo";"42207 - Instituto Brasileiro de Museus";"7.719.144,73";"10.554.327,89";"11.289.391,52";"1.589.253,27";
"05/2022";"54000 - Ministério do Turismo";"42207 - Instituto Brasileiro de Museus";"25.615.069,73";"13.329.799,66";"14.196.048,83";"2.828.824,30";
"02/2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"37.072.989,72";"96.644.451,65";"91.373.294,86";"7.168.818,04";
"11/2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"14.034.243,93";"10.735.924,61";"76.450.638,25";"496.281,99";
"06/2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"51.583.482,32";"141.640.207,34";"109.236.353,30";"10.963.106,21";
"08/2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"22.126.826,11";"114.916.027,63";"118.363.728,11";"3.113.595,88";
"09/2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"12.894.980,52";"124.308.497,40";"122.077.066,00";"7.195.089,66";
"04/2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"76.188.169,57";"102.818.543,86";"101.546.278,63";"10.338.769,11";
"10/2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"7.635.181,97";"124.543.362,91";"120.244.319,72";"5.422.830,71";
"01/2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"1.128.758.954,32";"86.427.860,08";"22.114.821,81";"89.426.374,81";
"03/2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"13.518.468,81";"102.202.168,30";"100.468.864,84";"13.103.384,07";
"05/2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"75.859.665,66";"106.996.938,09";"110.332.559,78";"20.399.767,24";
"07/2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"43.132.893,88";"113.909.072,39";"140.281.931,65";"6.624.768,96";
"06/2022";"44000 - Ministério do Meio Ambiente";"44207 - Instituto Chico Mendes de Conservação da Biodiversidade";"196.778.089,78";"67.314.685,68";"58.551.762,74";"3.468.204,39";
"01/2022";"44000 - Ministério do Meio Ambiente";"44207 - Instituto Chico Mendes de Conservação da Biodiversidade";"96.102.684,79";"38.142.564,14";"11.762.315,55";"38.254.583,58";
"08/2022";"44000 - Ministério do Meio Ambiente";"44207 - Instituto Chico Mendes de Conservação da Biodiversidade";"21.790.222,37";"60.760.418,89";"51.884.751,45";"4.223.580,21";
"11/2022";"44000 - Ministério do Meio Ambiente";"44207 - Instituto Chico Mendes de Conservação da Biodiversidade";"2.822.145,25";"9.626.354,29";"32.842.953,81";"1.591.802,71";
"02/2022";"44000 - Ministério do Meio Ambiente";"44207 - Instituto Chico Mendes de Conservação da Biodiversidade";"9.184.557,53";"41.906.906,19";"40.287.001,78";"3.007.773,44";
"04/2022";"44000 - Ministério do Meio Ambiente";"44207 - Instituto Chico Mendes de Conservação da Biodiversidade";"180.981.678,31";"50.733.939,69";"51.972.670,40";"5.079.888,55";
"07/2022";"44000 - Ministério do Meio Ambiente";"44207 - Instituto Chico Mendes de Conservação da Biodiversidade";"35.971.820,78";"49.618.584,10";"57.796.615,52";"9.743.002,26";
"05/2022";"44000 - Ministério do Meio Ambiente";"44207 - Instituto Chico Mendes de Conservação da Biodiversidade";"20.950.817,26";"56.991.120,96";"53.788.443,74";"2.096.191,54";
"03/2022";"44000 - Ministério do Meio Ambiente";"44207 - Instituto Chico Mendes de Conservação da Biodiversidade";"39.331.055,14";"55.132.195,45";"55.340.709,65";"4.015.878,55";
"10/2022";"44000 - Ministério do Meio Ambiente";"44207 - Instituto Chico Mendes de Conservação da Biodiversidade";"8.339.169,22";"53.498.908,13";"52.732.387,59";"1.789.186,16";
"09/2022";"44000 - Ministério do Meio Ambiente";"44207 - Instituto Chico Mendes de Conservação da Biodiversidade";"16.300.704,29";"54.097.477,33";"53.337.289,57";"307.920,86";
"02/2022";"25000 - Ministério da Economia";"61201 - Instituto de Pesquisa Econômica Aplicada";"- 1.797.251,10";"26.755.164,79";"27.068.158,66";"711.344,86";
"04/2022";"25000 - Ministério da Economia";"61201 - Instituto de Pesquisa Econômica Aplicada";"12.184.890,98";"28.010.087,75";"27.345.399,14";"862.448,75";
"03/2022";"25000 - Ministério da Economia";"61201 - Instituto de Pesquisa Econômica Aplicada";"4.395.936,31";"26.967.068,78";"26.778.052,78";"5.292.334,12";
"01/2022";"25000 - Ministério da Economia";"61201 - Instituto de Pesquisa Econômica Aplicada";"352.298.656,15";"26.453.859,80";"8.078.839,22";"21.805.693,39";
"10/2022";"25000 - Ministério da Economia";"61201 - Instituto de Pesquisa Econômica Aplicada";"8.815.126,63";"29.316.398,75";"28.231.944,14";"1.910,71";
"09/2022";"25000 - Ministério da Economia";"61201 - Instituto de Pesquisa Econômica Aplicada";"3.853.109,92";"30.642.025,91";"30.175.623,00";"672.290,16";
"06/2022";"25000 - Ministério da Economia";"61201 - Instituto de Pesquisa Econômica Aplicada";"5.342.968,08";"37.169.854,32";"26.949.647,09";"1.129.049,32";
"05/2022";"25000 - Ministério da Economia";"61201 - Instituto de Pesquisa Econômica Aplicada";"632.523,58";"29.634.639,15";"30.307.989,06";"3.700.262,16";
"07/2022";"25000 - Ministério da Economia";"61201 - Instituto de Pesquisa Econômica Aplicada";"- 699.195,77";"30.967.931,94";"41.204.574,82";"279.623,54";
"08/2022";"25000 - Ministério da Economia";"61201 - Instituto de Pesquisa Econômica Aplicada";"661.491,09";"28.077.596,05";"28.234.041,27";"1.613.792,92";
"11/2022";"25000 - Ministério da Economia";"61201 - Instituto de Pesquisa Econômica Aplicada";"477.072,62";"1.615.740,60";"20.367.829,44";"696.005,28";
"02/2022";"44000 - Ministério do Meio Ambiente";"44206 - Instituto de Pesquisas Jardim Botânico do Rio de Janeiro";"3.530.603,32";"5.237.595,53";"4.434.330,79";"1.016.243,42";
"11/2022";"44000 - Ministério do Meio Ambiente";"44206 - Instituto de Pesquisas Jardim Botânico do Rio de Janeiro";"1.977.438,22";"1.518.202,14";"3.955.063,52";"0,00";
"09/2022";"44000 - Ministério do Meio Ambiente";"44206 - Instituto de Pesquisas Jardim Botânico do Rio de Janeiro";"2.090.184,28";"5.616.596,44";"6.003.135,88";"139.280,00";
"03/2022";"44000 - Ministério do Meio Ambiente";"44206 - Instituto de Pesquisas Jardim Botânico do Rio de Janeiro";"474.917,55";"4.542.825,59";"4.810.644,93";"1.436.953,75";
